championship_name,event__name,round_name,rank,bib,nme,noc,total
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,22,1019,ALDOSERI Khalid Mohamed Salman,BRN 2,618.4(309.1)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,22,,Duaij Khalifa,BRN 2,618.4()
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,23,1589,ARZOUQI Maryam,KUW 2,617.1(310.5)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,23,1597,ALHARBI Abdullah,KUW 2,617.1(306.6)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,24,1675,AL KHALILI Al Anoud Abdullah Hamed,OMA 1,617.1(309.0)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,24,1679,AL BALUSHI Issam,OMA 1,617.1(308.1)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,25,1588,ALZYADY Retag Ahmed,KUW 1,613.1(306.2)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,25,1603,ALMUTAIRI Ali,KUW 1,613.1(306.9)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,26,1819,TAHLAK Yasmin,UAE,611.6(306.4)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,26,1823,ALI Ibrahim,UAE,611.6(305.2)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,27,1781,ANNAYEVA Aynur,TKM,606.0(306.3)
2025 Asian Championship,10M Air Rifle Mixed Team,Qualification,27,1782,GAYYPOV Kerim,TKM,606.0(299.7)
2025 Asian Championship,Skeet Mixed Team,Gold Medal Match,1,,HAN Xu,,42()
2025 Asian Championship,Skeet Mixed Team,Gold Medal Match,1,,JIANG Yiting,,42()
2025 Asian Championship,Skeet Mixed Team,Gold Medal Match,2,,YECHSHENKO Eduard,,40()
2025 Asian Championship,Skeet Mixed Team,Gold Medal Match,2,,MOLCHANOVA Anastassiya,,40()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 1,1,,AL-ISHAQ Ali Ahmed A O,,38()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 1,1,,MOHAMMED Sarah Ghulam A A,,38()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 1,2,,LEE Jongjun,,36()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 1,2,,JANG Kookhee,,36()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 2,1,,SEKHON Abhay Singh,,39()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 2,1,,SEKHON Ganemat,,39()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 2,2,,ALRASHIDI Abdullah,,37()
2025 Asian Championship,Skeet Mixed Team,Bronze Medal Match 2,2,,ALMOHAMMAD Afrah,,37()
2025 Asian Championship,Skeet Mixed Team,Qualification,1,,M,KAZ 1,8()
2025 Asian Championship,Skeet Mixed Team,Qualification,1,1373,MOLCHANOVA Anastassiya,KAZ 1,8(69)
2025 Asian Championship,Skeet Mixed Team,Qualification,1,1451,YECHSHENKO Eduard,KAZ 1,8(72)
2025 Asian Championship,Skeet Mixed Team,Qualification,2,1036,JIANG Yiting,CHN 2,7(71)
2025 Asian Championship,Skeet Mixed Team,Qualification,2,1054,HAN Xu,CHN 2,7(70)
2025 Asian Championship,Skeet Mixed Team,Qualification,3,1033,CHE Yufei,CHN 1,2(70)
2025 Asian Championship,Skeet Mixed Team,Qualification,3,1073,ZHOU Qiwei,CHN 1,2(71)
2025 Asian Championship,Skeet Mixed Team,Qualification,4,,M 1,KOR 1,139()
2025 Asian Championship,Skeet Mixed Team,Qualification,4,1489,JANG Kookhee,KOR 1,139(68)
2025 Asian Championship,Skeet Mixed Team,Qualification,4,1534,LEE Jongjun,KOR 1,139(71)
2025 Asian Championship,Skeet Mixed Team,Qualification,5,,M 2,IND 1,138()
2025 Asian Championship,Skeet Mixed Team,Qualification,5,1170,SEKHON Ganemat,IND 1,138(73)
2025 Asian Championship,Skeet Mixed Team,Qualification,5,1247,SEKHON Abhay Singh,IND 1,138(65)
2025 Asian Championship,Skeet Mixed Team,Qualification,6,,Medal Match,KAZ 2,2()
2025 Asian Championship,Skeet Mixed Team,Qualification,6,1384,SADAKBAYEVA Adel,KAZ 2,2(69)
2025 Asian Championship,Skeet Mixed Team,Qualification,6,1438,POCHIVALOV David,KAZ 2,2(67)
2025 Asian Championship,Skeet Mixed Team,Qualification,7,,Medal Match,KOR 2,2()
2025 Asian Championship,Skeet Mixed Team,Qualification,7,1482,AN Il Ji,KOR 2,2(65)
2025 Asian Championship,Skeet Mixed Team,Qualification,7,1526,KIM Minsu,KOR 2,2(71)
2025 Asian Championship,Skeet Mixed Team,Qualification,8,,M 1,QAT 2,4()
2025 Asian Championship,Skeet Mixed Team,Qualification,8,1735,MOHAMMED Sarah Ghulam A A,QAT 2,4(64)
2025 Asian Championship,Skeet Mixed Team,Qualification,8,1740,AL-ISHAQ Ali Ahmed A O,QAT 2,4(72)
2025 Asian Championship,Skeet Mixed Team,Qualification,9,,M 2,KUW 1,2()
2025 Asian Championship,Skeet Mixed Team,Qualification,9,1584,ALMOHAMMAD Afrah,KUW 1,2(64)
2025 Asian Championship,Skeet Mixed Team,Qualification,9,1606,ALRASHIDI Abdullah,KUW 1,2(72)
2025 Asian Championship,Skeet Mixed Team,Qualification,10,1586,ALZAABI Fatema,KUW 2,133(61)
2025 Asian Championship,Skeet Mixed Team,Qualification,10,1608,ALRASHIDI Mansour,KUW 2,133(72)
2025 Asian Championship,Skeet Mixed Team,Qualification,11,1729,AL-SHARSHANI Reem Ghanem A H,QAT 1,130(62)
2025 Asian Championship,Skeet Mixed Team,Qualification,11,1739,AL-ATHBA Rashid Saleh M J,QAT 1,130(68)
2025 Asian Championship,Skeet Mixed Team,Qualification,12,1129,DHILLON Raiza,IND 2,130(62)
2025 Asian Championship,Skeet Mixed Team,Qualification,12,1206,GILL Bhavtegh Singh,IND 2,130(68)
2025 Asian Championship,Skeet Mixed Team,Qualification,13,1337,KOJIMA Yuka,JPN,129(59)
2025 Asian Championship,Skeet Mixed Team,Qualification,13,1344,TOGUCHI Shotaro,JPN,129(70)
2025 Asian Championship,Skeet Mixed Team,Qualification,14,1290,FATHI Saeideh,IRI,122(55)
2025 Asian Championship,Skeet Mixed Team,Qualification,14,1304,DOUSTIRAMI Ali,IRI,122(67)
2025 Asian Championship,Skeet Mixed Team,Qualification,14,,A Athlete 1384 SADAKBAYEVA Adel (KAZ) -,IRI,122()
2025 Asian Championship,Skeet Mixed Team,Qualification,14,,B Athlete 1438 POCHIVALOV David (KAZ) -,IRI,122()
2025 Asian Championship,Skeet Mixed Team,Qualification,14,,C Athlete 1482 AN Il Ji (KOR) -,IRI,122()
2025 Asian Championship,Skeet Mixed Team,Qualification,14,,D Athlete 1526 KIM Minsu (KOR) -,IRI,122()
2025 Asian Championship,Trap Mixed Team,Gold Medal Match,1,,CHEN Pengyu,,43()
2025 Asian Championship,Trap Mixed Team,Gold Medal Match,1,,ZHANG Zixi,,43()
2025 Asian Championship,Trap Mixed Team,Gold Medal Match,2,,ALMEQLED Naser,,39()
2025 Asian Championship,Trap Mixed Team,Gold Medal Match,2,,ALHAWAL Sarah,,39()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 1,1,,YANG Kun-Pi,,43()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 1,1,,LIU Wan-Yu,,43()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 1,2,,AL-RUMAIHI Mohammed,,37()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 1,2,,BASSIL Ray,,37()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 2,1,,AISALBAYEV Alisher,,38()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 2,1,,DOSMAGAMBETOVA Aizhan,,38()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 2,2,,CHENAI Kynan,,34()
2025 Asian Championship,Trap Mixed Team,Bronze Medal Match 2,2,,AHLAWAT Aashima,,34()
2025 Asian Championship,Trap Mixed Team,Qualification,1,1051,ZHANG Zixi,CHN 2,5(69)
2025 Asian Championship,Trap Mixed Team,Qualification,1,1053,CHEN Pengyu,CHN 2,5(71)
2025 Asian Championship,Trap Mixed Team,Qualification,2,,M,KUW 1,4()
2025 Asian Championship,Trap Mixed Team,Qualification,2,1582,ALHAWAL Sarah,KUW 1,4(68)
2025 Asian Championship,Trap Mixed Team,Qualification,2,1601,ALMEQLED Naser,KUW 1,4(72)
2025 Asian Championship,Trap Mixed Team,Qualification,3,1047,YU Yingping,CHN 1,2(67)
2025 Asian Championship,Trap Mixed Team,Qualification,3,1063,QI Ying,CHN 1,2(72)
2025 Asian Championship,Trap Mixed Team,Qualification,4,,M 1,TPE 1,138()
2025 Asian Championship,Trap Mixed Team,Qualification,4,1795,LIU Wan-Yu,TPE 1,138(65)
2025 Asian Championship,Trap Mixed Team,Qualification,4,1811,YANG Kun-Pi,TPE 1,138(73)
2025 Asian Championship,Trap Mixed Team,Qualification,5,,M 2,KAZ 1,136()
2025 Asian Championship,Trap Mixed Team,Qualification,5,1357,DOSMAGAMBETOVA Aizhan,KAZ 1,136(69)
2025 Asian Championship,Trap Mixed Team,Qualification,5,1400,AISALBAYEV Alisher,KAZ 1,136(67)
2025 Asian Championship,Trap Mixed Team,Qualification,6,,M 1,QAT 1,135()
2025 Asian Championship,Trap Mixed Team,Qualification,6,1731,BASSIL Ray,QAT 1,135(63)
2025 Asian Championship,Trap Mixed Team,Qualification,6,1747,AL-RUMAIHI Mohammed,QAT 1,135(72)
2025 Asian Championship,Trap Mixed Team,Qualification,7,,M 2,IND 2,5()
2025 Asian Championship,Trap Mixed Team,Qualification,7,1116,AHLAWAT Aashima,IND 2,5(67)
2025 Asian Championship,Trap Mixed Team,Qualification,7,1198,CHENAI Kynan,IND 2,5(66)
2025 Asian Championship,Trap Mixed Team,Qualification,8,1483,CHO Seonah,KOR 2,4(62)
2025 Asian Championship,Trap Mixed Team,Qualification,8,1520,JUNG Chang Hee,KOR 2,4(71)
2025 Asian Championship,Trap Mixed Team,Qualification,9,1153,NEERU Neeru,IND 1,132(63)
2025 Asian Championship,Trap Mixed Team,Qualification,9,1225,LAKSHAY Lakshay,IND 1,132(69)
2025 Asian Championship,Trap Mixed Team,Qualification,10,1583,ALHAWAL Shahad,KUW 2,130(57)
2025 Asian Championship,Trap Mixed Team,Qualification,10,1602,ALMUDHAF Khaled,KUW 2,130(73)
2025 Asian Championship,Trap Mixed Team,Qualification,11,1387,SARMANOVA Nargiza,KAZ 2,130(60)
2025 Asian Championship,Trap Mixed Team,Qualification,11,1439,POCHIVALOV Mark,KAZ 2,130(70)
2025 Asian Championship,Trap Mixed Team,Qualification,12,1292,PARVARESH NIA Marziyeh,IRI,130(60)
2025 Asian Championship,Trap Mixed Team,Qualification,12,1301,BEYRANVAND Mohammad,IRI,130(70)
2025 Asian Championship,Trap Mixed Team,Qualification,13,1728,AL-KHALAF Kholoud Hassan,QAT 2,127(62)
2025 Asian Championship,Trap Mixed Team,Qualification,13,1736,ABUSHARIB Saeed Hamad R A,QAT 2,127(65)
2025 Asian Championship,Trap Mixed Team,Qualification,14,1502,LEE Bona,KOR 1,126(59)
2025 Asian Championship,Trap Mixed Team,Qualification,14,1546,PARK Junyoung,KOR 1,126(67)
2025 Asian Championship,Trap Mixed Team,Qualification,15,1792,LIN Yi-Chun,TPE 2,125(57)
2025 Asian Championship,Trap Mixed Team,Qualification,15,1801,CHEN Kuei-Peng,TPE 2,125(68)
2025 Asian Championship,Trap Mixed Team,Qualification,16,1711,CUYONG Lydia,PHI,124(57)
2025 Asian Championship,Trap Mixed Team,Qualification,16,1720,TOPACIO Hagen Alexander,PHI,124(67)
2025 Asian Championship,Trap Mixed Team,Qualification,17,1098,WULANDARI Fany Febriana,INA,120(58)
2025 Asian Championship,Trap Mixed Team,Qualification,17,1100,BOKI Andreas Yunus,INA,120(62)
2025 Asian Championship,Trap Mixed Team,Qualification,18,1338,MIYASAKA Nanami,JPN,115(54)
2025 Asian Championship,Trap Mixed Team,Qualification,18,1343,TAMURA Michihide,JPN,115(61)
2025 Asian Championship,Trap Mixed Team,Qualification,18,,A Athlete 1047 YU Yingping (CHN) -,JPN,115()
2025 Asian Championship,Trap Mixed Team,Qualification,18,,B Athlete 1063 QI Ying (CHN) -,JPN,115()
2025 Asian Championship,10M Air Pistol Women,Final,1,1040,MA Qianke,CHN,243.2
2025 Asian Championship,10M Air Pistol Women,Final,2,1510,YANG Jiin,KOR,241.6
2025 Asian Championship,10M Air Pistol Women,Final,3,1119,BHAKER Manu,IND,219.7
2025 Asian Championship,10M Air Pistol Women,Final,4,1293,ROSTAMIYAN Haniyeh,IRI,199.9
2025 Asian Championship,10M Air Pistol Women,Final,5,1046,YAO Qianxun,CHN,179.7
2025 Asian Championship,10M Air Pistol Women,Final,6,1048,ZENG Zhuwenxi,CHN,158.2
2025 Asian Championship,10M Air Pistol Women,Final,7,1396,YUNUSMETOVA Irina,KAZ,134.9
2025 Asian Championship,10M Air Pistol Women,Final,8,1511,YOO Hyunyoung,KOR,109.9
2025 Asian Championship,10M Air Pistol Women,Qualification,1,1506,OH Yejin,KOR,585-23x
2025 Asian Championship,10M Air Pistol Women,Qualification,2,1046,YAO Qianxun,CHN,584-26x
2025 Asian Championship,10M Air Pistol Women,Qualification,3,1119,BHAKER Manu,IND,583-18x
2025 Asian Championship,10M Air Pistol Women,Qualification,4,1293,ROSTAMIYAN Haniyeh,IRI,581-22x
2025 Asian Championship,10M Air Pistol Women,Qualification,5,1510,YANG Jiin,KOR,581-16x
2025 Asian Championship,10M Air Pistol Women,Qualification,6,1511,YOO Hyunyoung,KOR,579-17x
2025 Asian Championship,10M Air Pistol Women,Qualification,7,1040,MA Qianke,CHN,579-15x
2025 Asian Championship,10M Air Pistol Women,Qualification,8,1048,ZENG Zhuwenxi,CHN,577-16x
2025 Asian Championship,10M Air Pistol Women,Qualification,9,1172,SINGH Esha,IND,577-14x
2025 Asian Championship,10M Air Pistol Women,Qualification,10,1396,YUNUSMETOVA Irina,KAZ,576-20x
2025 Asian Championship,10M Air Pistol Women,Qualification,11,1694,TALAT Kishmala,PAK,576-20x
2025 Asian Championship,10M Air Pistol Women,Qualification,12,1175,SURUCHI Inder Singh,IND,574-20x
2025 Asian Championship,10M Air Pistol Women,Qualification,13,1318,AIZAWA Hikaru,JPN,574-19x
2025 Asian Championship,10M Air Pistol Women,Qualification,14,1504,NAM Dajung,KOR,574-17x
2025 Asian Championship,10M Air Pistol Women,Qualification,15,1794,LIU Heng-Yu,TPE,574-17x
2025 Asian Championship,10M Air Pistol Women,Qualification,16,1789,CHEN Yu-Ju,TPE,573-18x
2025 Asian Championship,10M Air Pistol Women,Qualification,17,1154,PALAK Palak,IND,573-14x
2025 Asian Championship,10M Air Pistol Women,Qualification,18,1840,SAIDKULOVA Nigina,UZB,572-20x
2025 Asian Championship,10M Air Pistol Women,Qualification,19,1759,TEH Xiu Hong,SGP,572-12x
2025 Asian Championship,10M Air Pistol Women,Qualification,20,1870,NGUYEN Thuy Trang,VIE,571-17x
2025 Asian Championship,10M Air Pistol Women,Qualification,21,1491,KIM Bomi,KOR,571-16x
2025 Asian Championship,10M Air Pistol Women,Qualification,22,1790,CHENG Yen-Ching,TPE,571-15x
2025 Asian Championship,10M Air Pistol Women,Qualification,23,1873,TRINH Thu Vinh,VIE,571-14x
2025 Asian Championship,10M Air Pistol Women,Qualification,24,1799,WU Chia-Ying,TPE,570-18x
2025 Asian Championship,10M Air Pistol Women,Qualification,25,1158,RAO Surbhi,IND,570-15x
2025 Asian Championship,10M Air Pistol Women,Qualification,26,1660,TUMURCHUDUR Bayartsetseg,MGL,570-13x
2025 Asian Championship,10M Air Pistol Women,Qualification,27,1297,YASI Samieh,IRI,569-13x
2025 Asian Championship,10M Air Pistol Women,Qualification,28,1354,AXENOVA Olga,KAZ,569-10x
2025 Asian Championship,10M Air Pistol Women,Qualification,29,1294,SEBGHATOLLAHI Golnoush,IRI,568-15x
2025 Asian Championship,10M Air Pistol Women,Qualification,30,1322,SASAKI Chizuru,JPN,568-13x
2025 Asian Championship,10M Air Pistol Women,Qualification,31,1631,ADI AZHAR Dina Batrisyia Binti,MAS,567-13x
2025 Asian Championship,10M Air Pistol Women,Qualification,32,1659,TUMURCHUDUR Bayarmaa,MGL,565-15x
2025 Asian Championship,10M Air Pistol Women,Qualification,33,1381,POPELOVA Valeriya,KAZ,564-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,34,1714,QUIROZ Franchette Shayne,PHI,563-14x
2025 Asian Championship,10M Air Pistol Women,Qualification,35,1469,MAKHMADOVA Bakhtigul,KGZ,562-12x
2025 Asian Championship,10M Air Pistol Women,Qualification,36,1636,NURUL Syasya Nadiah Binti Mohd Arifin,MAS,562-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,37,1012,ALI Mooza,BRN,561-8x
2025 Asian Championship,10M Air Pistol Women,Qualification,38,1657,TAIVANBAATAR Gantuul,MGL,560-10x
2025 Asian Championship,10M Air Pistol Women,Qualification,39,1798,TIEN Chia-Chen,TPE,560-7x
2025 Asian Championship,10M Air Pistol Women,Qualification,40,1079,CHENG Wing Ka,HKG,559-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,41,1691,GUL Rasam,PAK,559-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,42,1867,NGUYEN Thi Huong,VIE,556-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,43,1083,SHING Ho Ching,HKG,555-9x
2025 Asian Championship,10M Air Pistol Women,Qualification,44,1692,KABIR Rabia,PAK,553-4x
2025 Asian Championship,10M Air Pistol Women,Qualification,45,1869,NGUYEN Thuy Dung,VIE,552-11x
2025 Asian Championship,10M Air Pistol Women,Qualification,46,1081,CHIK Yuen Shan,HKG,544-10x
2025 Asian Championship,10M Air Pistol Women,Qualification,47,1676,AL SAIDI Nawf,OMA,544-6x
2025 Asian Championship,10M Air Pistol Women,Qualification,48,1632,AZAHARI Alia Sazana,MAS,544-5x
2025 Asian Championship,10M Air Pistol Women,Qualification,49,1774,LAGUTENKO Dilorom,TJK,538-7x
2025 Asian Championship,10M Air Pistol Women,Qualification,50,1585,ALWETHAIQI Yasmeen,KUW,531-8x
2025 Asian Championship,10M Air Pistol Women,Qualification,51,1590,BAHMAN Asraa,KUW,531-6x
2025 Asian Championship,25M Pistol Women,Final,1,1050,ZHANG Yueyue,CHN,4
2025 Asian Championship,25M Pistol Women,Final,2,1044,XIAO Jiaruixuan,CHN,3
2025 Asian Championship,25M Pistol Women,Final,3,1873,TRINH Thu Vinh,VIE,29
2025 Asian Championship,25M Pistol Women,Final,4,1119,BHAKER Manu,IND,25
2025 Asian Championship,25M Pistol Women,Final,5,1046,YAO Qianxun,CHN,23
2025 Asian Championship,25M Pistol Women,Final,6,1172,SINGH Esha,IND,18
2025 Asian Championship,25M Pistol Women,Final,7,1506,OH Yejin,KOR,14
2025 Asian Championship,25M Pistol Women,Final,8,1510,YANG Jiin,KOR,10
2025 Asian Championship,25M Pistol Women,Qualification,1,1172,SINGH Esha,IND,588-28x
2025 Asian Championship,25M Pistol Women,Qualification,2,1119,BHAKER Manu,IND,588-25x
2025 Asian Championship,25M Pistol Women,Qualification,3,1044,XIAO Jiaruixuan,CHN,588-21x
2025 Asian Championship,25M Pistol Women,Qualification,4,1046,YAO Qianxun,CHN,587-26x
2025 Asian Championship,25M Pistol Women,Qualification,5,1506,OH Yejin,KOR,587-25x
2025 Asian Championship,25M Pistol Women,Qualification,6,1511,YOO Hyunyoung,KOR,584-22x
2025 Asian Championship,25M Pistol Women,Qualification,7,1050,ZHANG Yueyue,CHN,584-20x
2025 Asian Championship,25M Pistol Women,Qualification,8,1510,YANG Jiin,KOR,583-25x
2025 Asian Championship,25M Pistol Women,Qualification,9,1873,TRINH Thu Vinh,VIE,581-23x
2025 Asian Championship,25M Pistol Women,Qualification,10,1790,CHENG Yen-Ching,TPE,580-13x
2025 Asian Championship,25M Pistol Women,Qualification,11,1504,NAM Dajung,KOR,579-21x
2025 Asian Championship,25M Pistol Women,Qualification,12,1632,AZAHARI Alia Sazana,MAS,577-20x
2025 Asian Championship,25M Pistol Women,Qualification,13,1760,TEH Xiu Yi,SGP,577-20x
2025 Asian Championship,25M Pistol Women,Qualification,14,1660,TUMURCHUDUR Bayartsetseg,MGL,577-19x
2025 Asian Championship,25M Pistol Women,Qualification,15,1869,NGUYEN Thuy Dung,VIE,575-16x
2025 Asian Championship,25M Pistol Women,Qualification,16,1155,PATIL Abhidnya Ashok,IND,575-15x
2025 Asian Championship,25M Pistol Women,Qualification,17,1122,BRAR Simranpreet Kaur,IND,573-18x
2025 Asian Championship,25M Pistol Women,Qualification,18,1870,NGUYEN Thuy Trang,VIE,573-18x
2025 Asian Championship,25M Pistol Women,Qualification,19,1294,SEBGHATOLLAHI Golnoush,IRI,573-12x
2025 Asian Championship,25M Pistol Women,Qualification,20,1293,ROSTAMIYAN Haniyeh,IRI,572-16x
2025 Asian Championship,25M Pistol Women,Qualification,21,1694,TALAT Kishmala,PAK,572-14x
2025 Asian Championship,25M Pistol Women,Qualification,22,1789,CHEN Yu-Ju,TPE,571-18x
2025 Asian Championship,25M Pistol Women,Qualification,23,1691,GUL Rasam,PAK,571-12x
2025 Asian Championship,25M Pistol Women,Qualification,24,1798,TIEN Chia-Chen,TPE,571-12x
2025 Asian Championship,25M Pistol Women,Qualification,25,1167,SARNOBAT Rahi,IND,570-10x
2025 Asian Championship,25M Pistol Women,Qualification,26,1381,POPELOVA Valeriya,KAZ,569-17x
2025 Asian Championship,25M Pistol Women,Qualification,27,1354,AXENOVA Olga,KAZ,569-9x
2025 Asian Championship,25M Pistol Women,Qualification,28,1659,TUMURCHUDUR Bayarmaa,MGL,567-17x
2025 Asian Championship,25M Pistol Women,Qualification,29,1322,SASAKI Chizuru,JPN,567-14x
2025 Asian Championship,25M Pistol Women,Qualification,30,1759,TEH Xiu Hong,SGP,567-12x
2025 Asian Championship,25M Pistol Women,Qualification,31,1799,WU Chia-Ying,TPE,567-11x
2025 Asian Championship,25M Pistol Women,Qualification,32,1651,ALTANKHUYAG Buyandelger,MGL,566-17x
2025 Asian Championship,25M Pistol Women,Qualification,33,1714,QUIROZ Franchette Shayne,PHI,566-12x
2025 Asian Championship,25M Pistol Women,Qualification,34,1692,KABIR Rabia,PAK,565-18x
2025 Asian Championship,25M Pistol Women,Qualification,35,1396,YUNUSMETOVA Irina,KAZ,563-14x
2025 Asian Championship,25M Pistol Women,Qualification,36,1631,ADI AZHAR Dina Batrisyia Binti,MAS,562-9x
2025 Asian Championship,25M Pistol Women,Qualification,37,1867,NGUYEN Thi Huong,VIE,561-17x
2025 Asian Championship,25M Pistol Women,Qualification,38,1012,ALI Mooza,BRN,561-13x
2025 Asian Championship,25M Pistol Women,Qualification,39,1013,ALI Qamar,BRN,560-14x
2025 Asian Championship,25M Pistol Women,Qualification,40,1840,SAIDKULOVA Nigina,UZB,553-13x
2025 Asian Championship,25M Pistol Women,Qualification,41,1636,NURUL Syasya Nadiah Binti Mohd Arifin,MAS,552-12x
2025 Asian Championship,25M Pistol Women,Qualification,42,1297,YASI Samieh,IRI,539-10x
2025 Asian Championship,25M Pistol Women,Qualification,43,1009,ALATAWI Badreya Ebrahim Yaqoob Saleh,BRN,536-8x
2025 Asian Championship,10M Air Rifle Women,Final,1,1182,VALARIVAN Elavenil,IND,253.6
2025 Asian Championship,10M Air Rifle Women,Final,2,1041,PENG Xinlu,CHN,253.0
2025 Asian Championship,10M Air Rifle Women,Final,3,1500,KWON Eunji,KOR,231.2
2025 Asian Championship,10M Air Rifle Women,Final,4,1133,GHOSH Mehuli,IND,208.9
2025 Asian Championship,10M Air Rifle Women,Final,5,1490,KEUM Jihyeon,KOR,187.2
2025 Asian Championship,10M Air Rifle Women,Final,6,1039,LIU Yafei,CHN,166.7
2025 Asian Championship,10M Air Rifle Women,Final,7,1049,ZHANG Liyuan,CHN,144.0
2025 Asian Championship,10M Air Rifle Women,Final,8,1793,LIN Ying-Shin,TPE,121.9
2025 Asian Championship,10M Air Rifle Women,Qualification,1,1039,LIU Yafei,CHN,635.4
2025 Asian Championship,10M Air Rifle Women,Qualification,2,1500,KWON Eunji,KOR,635.1
2025 Asian Championship,10M Air Rifle Women,Qualification,3,1041,PENG Xinlu,CHN,634.6
2025 Asian Championship,10M Air Rifle Women,Qualification,4,1490,KEUM Jihyeon,KOR,633.4
2025 Asian Championship,10M Air Rifle Women,Qualification,5,1121,BORSE Arya,IND,633.2
2025 Asian Championship,10M Air Rifle Women,Qualification,6,1049,ZHANG Liyuan,CHN,632.0
2025 Asian Championship,10M Air Rifle Women,Qualification,7,1793,LIN Ying-Shin,TPE,631.6
2025 Asian Championship,10M Air Rifle Women,Qualification,8,1182,VALARIVAN Elavenil,IND,630.7
2025 Asian Championship,10M Air Rifle Women,Qualification,9,1149,MASKAR Sonam Uttam,IND,630.5
2025 Asian Championship,10M Air Rifle Women,Qualification,10,1133,GHOSH Mehuli,IND,630.3
2025 Asian Championship,10M Air Rifle Women,Qualification,11,1151,NAIDU Ananya,IND,630.0
2025 Asian Championship,10M Air Rifle Women,Qualification,12,1654,GANKHUYAG Nandinzaya,MGL,629.9
2025 Asian Championship,10M Air Rifle Women,Qualification,13,1655,OYUNBAT Yesugen,MGL,629.4
2025 Asian Championship,10M Air Rifle Women,Qualification,14,1501,KWON Yuna,KOR,629.0
2025 Asian Championship,10M Air Rifle Women,Qualification,15,1319,HIRATA Shiori,JPN,628.8
2025 Asian Championship,10M Air Rifle Women,Qualification,16,1797,SUNG Yu-Ting,TPE,628.7
2025 Asian Championship,10M Air Rifle Women,Qualification,17,1291,KHEDMATI Najmeh,IRI,628.6
2025 Asian Championship,10M Air Rifle Women,Qualification,18,1693,KHALIQ Mehr,PAK,627.9
2025 Asian Championship,10M Air Rifle Women,Qualification,19,1872,PHI Thanh Thao,VIE,627.9
2025 Asian Championship,10M Air Rifle Women,Qualification,20,1323,TAICHI Hinata,JPN,627.9
2025 Asian Championship,10M Air Rifle Women,Qualification,21,1841,TOKHIROVA Mukhtasar,UZB,627.9
2025 Asian Championship,10M Air Rifle Women,Qualification,22,1788,CHEN Chi,TPE,627.8
2025 Asian Championship,10M Air Rifle Women,Qualification,23,1495,KIM Jehee,KOR,627.5
2025 Asian Championship,10M Air Rifle Women,Qualification,24,1356,BEZRUKOVA Yelizaveta,KAZ,627.3
2025 Asian Championship,10M Air Rifle Women,Qualification,25,1791,CHOU Ya-Hsuan,TPE,627.3
2025 Asian Championship,10M Air Rifle Women,Qualification,26,1370,LE Alexandra,KAZ,627.2
2025 Asian Championship,10M Air Rifle Women,Qualification,27,1321,NOBATA Misaki,JPN,627.0
2025 Asian Championship,10M Air Rifle Women,Qualification,28,1866,LE Thi Mong Tuyen,VIE,627.0
2025 Asian Championship,10M Air Rifle Women,Qualification,29,1285,AMINI POZVEH Fatemeh,IRI,626.8
2025 Asian Championship,10M Air Rifle Women,Qualification,30,1503,LEE Eunseo,KOR,626.7
2025 Asian Championship,10M Air Rifle Women,Qualification,31,1371,MALINOVSKAYA Arina,KAZ,625.9
2025 Asian Championship,10M Air Rifle Women,Qualification,32,1761,VELOSO Martina Lindsay,SGP,625.8
2025 Asian Championship,10M Air Rifle Women,Qualification,33,1634,BUDRUDDIN Alia Husna Binti,MAS,625.8
2025 Asian Championship,10M Air Rifle Women,Qualification,34,1756,HO Xiu Yi,SGP,625.5
2025 Asian Championship,10M Air Rifle Women,Qualification,35,1288,CHEHEL AMIRANI Shermineh,IRI,624.8
